0;0;0;0;land;false;unknown;0
1;5;105;46;land;true;plains;1
2;170;237;193;land;true;plains;1
3;163;253;165;land;true;plains;1
4;126;214;189;land;true;plains;1
5;104;208;242;land;true;plains;1
6;117;173;222;land;true;plains;1
7;135;225;184;land;true;plains;1
8;241;248;208;land;true;plains;1
9;99;240;163;land;true;plains;1
10;221;198;215;land;true;plains;1
11;118;252;142;land;true;plains;1
12;72;248;186;land;true;plains;1
13;160;178;214;land;true;plains;1
14;165;227;212;land;true;plains;1
15;230;146;222;land;true;plains;1
16;167;233;151;land;true;plains;1
17;175;237;89;land;true;plains;1
18;178;207;250;land;true;plains;1
19;188;151;173;land;true;plains;1
20;175;196;198;land;true;plains;1
21;90;235;223;land;true;plains;1
22;174;191;194;land;true;plains;1
23;105;204;224;land;true;plains;1
24;250;251;15;land;true;plains;1
25;144;210;179;land;true;plains;1
26;119;214;202;land;true;plains;1
27;230;204;118;land;true;plains;1
28;231;243;87;land;true;plains;1
29;157;244;105;land;true;plains;1
30;213;242;226;land;true;plains;1
31;130;166;205;land;true;plains;1
32;181;213;111;land;true;plains;1
33;185;244;190;land;true;plains;1
34;200;192;122;land;true;plains;1
35;101;177;252;land;true;plains;1
36;64;249;219;land;true;plains;1
37;145;209;150;land;true;plains;1
38;141;249;254;land;true;plains;1
39;99;200;247;land;true;plains;1
40;203;182;215;land;true;plains;1
41;157;234;233;land;true;plains;1
42;204;242;91;land;true;plains;1
43;254;191;248;land;true;plains;1
44;203;248;160;land;true;plains;1
45;106;170;235;land;true;plains;1
46;135;226;253;land;true;plains;1
47;253;250;201;land;true;plains;1
48;216;192;150;land;true;plains;1
49;228;166;141;land;true;plains;1
50;125;188;205;land;true;plains;1
51;188;244;127;land;true;plains;1
52;251;179;249;land;true;plains;1
53;166;202;230;land;true;plains;1
54;156;188;245;land;true;plains;1
55;243;199;112;land;true;plains;1
56;225;39;249;land;true;plains;1
57;215;212;147;land;true;plains;1
58;201;137;193;land;true;plains;1
59;211;234;100;land;true;plains;1
60;124;200;189;land;true;plains;1
61;190;239;203;land;true;plains;1
62;142;168;199;land;true;plains;1
63;204;132;198;land;true;plains;1
64;142;238;151;land;true;plains;1
65;237;232;236;land;true;plains;1
66;147;194;247;land;true;plains;1
67;148;169;241;land;true;plains;1
68;158;225;182;land;true;plains;1
69;115;247;237;land;true;plains;1
70;213;226;92;land;true;plains;1
71;154;254;234;land;true;plains;1
72;233;47;222;land;true;plains;1
73;195;133;251;land;true;plains;1
74;124;184;211;land;true;plains;1
75;191;183;193;land;true;plains;1
76;216;155;205;land;true;plains;1
77;230;220;113;land;true;plains;1
78;214;251;40;land;true;plains;1
79;229;193;105;land;true;plains;1
80;192;106;247;land;true;plains;1
81;203;246;67;land;true;plains;1
82;129;170;247;land;true;plains;1
83;157;194;172;land;true;plains;1
